contact_id,firstname,lastname,contacttype,jobtitle,mosid,commission,school,languagename,gender,environment,shortname
lIahe/kk2HNnvcQqLPHG/iW4DePw229Bm8uUqJGfuwAAAK8/AXjBnA==,Charles,Bruce,NULL,GNR,368,NCM,RCA School,French,Male,Army,MCpl
LIAoFxzGvz/Rk+jPJLqVTGMHBR8rpRSvqKai8G2Ii8MAAK8/AXjBkQ==,Delia,Willett,NULL,ARMD,178,Officer,RCACS,English,Male,Army,2Lt
licgvCaxyk3Wh2OGU6a+AE670t5Nu9o96xmQbqNsf1MAAK8/AXf/dg==,Robert,Watkins,NULL,SIGS,341,Officer,CFSCE,English,Male,Navy,Capt
LIUdfS4xIofYhHHFimVZG8jREcPrviwWj6XY021aw2MAAK8/AXf/Yw==,Keith,Hudson,NULL,SIGS,341,Officer,CFSCE,English,Male,Army,Capt
lJouXthXWtft8DUJGfce2CVYE4DkuK1q+nu3PbNjJv8AAK8/AXiG8w==,Calvin,Ayers,NULL,INF,180,Officer,INF School,French,Male,Army,Capt
lJy/DgKnxZIpgTkJ7zpVY6Pvc3iQUaiL8BqyxKcuQZ0AAK8/AXiG5Q==,Beth,Henry,NULL,FSA,376,NCM,CFSME,English,Female,Army,Pte(B)
LjZKubXzAWeK2Oykt3xdKvkz1Omz7OrwT1pyU8Sabg8AAK8/AXf/cg==,Antonio,Helton,NULL,LINE TECH,384,NCM,CFSCE,English,Female,Army,Sgt
Lk1fWRpnVw3yPFiMmmYNdHNi2Ng5LPlrEwsztmjnCBcAAK8/AXf/bw==,Paula,Tindall,NULL,SIGINT,120,NCM,CFSCE,English,Male,Army,Pte(B)
lk8Dx91wS8ibT1ge/TwCn4Mel9hp6PCSpLb50DhJAIUAAK8/AXf/aw==,Damian,Freeland,NULL,ATIS TECH,109,NCM,CFSCE,English,Male,Air,Pte
lkCvtUjabbssFzAtFOI3bQLeuh1GHDD+FzPKkxsPlwEAAK8/AXiG8g==,Adam,Johnson,NULL,INF,180,Officer,INF School,English,Male,Army,Capt
lKEKl16hOADrwenLgKePElC2Kx1E8GjPbxOLE5sbThwAAK8/AXjBog==,Roy,Hopper,NULL,GNR,368,NCM,RCA School,English,Male,Army,Pte(B)
LKsqbNgfA7X3NagDYfc2wamJLeZjOLmCjEAcunCKTaQAAK8/AXj7PQ==,Eric,Boser,NULL,VEH TECH,129,NCM,RCEMES,French,Male,Army,Pte(B)
LKW5kGaLQy5vut2zzZQzQYyh7Kyeww3EbQPpfpLGACYAAK8/AXiG7g==,Ricky,Mcdonald,NULL,INF,180,Officer,INF School,French,Male,Army,2Lt
ll3FJe84NbhlR43EV8WC0NOJeohmRg6K7CsDlId5lDsAAK8/AXiG2w==,Lorene,Mendez,NULL,SIGS,341,Officer,CFSCE,English,Male,Army,Maj
Ll6jyw7q/GFznK6GIY5TjNigiE9fjUgJ4m13wwUZKbQAAK8/AXf/YA==,Edward,Maestas,NULL,SIG TECH,385,NCM,CAAWC,English,Male,Army,Cpl
LleThFijXfQMrUhzcGgZjAqag6BCSGzR/aFhUfrkna8AAK8/AXf/bA==,Iris,Bartley,NULL,SIGS,341,Officer,CFSCE,English,Male,Army,Lt
LLEVquX4Ud60spk99MUtsEMbexIyaJF72Nmc2A2Cj1YAAK8/AXiG7Q==,Gerald,Hussey,NULL,ARTY,179,Officer,CTCHQ,English,Male,Army,LCol
llUrZnRll5aHcvA+IaG61BzXSkaZRxVOuhB8Bvi5H74AAK8/AXf/aQ==,James,Hawkins,NULL,IS TECH,394,NCM,CFSCE,English,Male,Army,Sgt
lm3ox1bsfIAfVVaf7UXOj4GTgrH4GC1PalSlem7rb7QAAK8/AXj7NQ==,Ryan,Bickford,NULL,GNR,368,NCM,RCA School,English,Male,Army,Cpl
LmCpp5++P4qsr8/c4Es2Us101OfpqALlRKVdVYJBzYoAAK8/AXf/Yw==,Victoria,Bove,NULL,IS TECH,394,NCM,CFSCE,English,Male,Army,Pte(B)
LmdTpzNx3Q+wJ8bomAz6bMTD3Xs23eo2zv39EJU/UrMAAK8/AXjBpA==,Oswaldo,Sampere,NULL,GNR,368,NCM,RCA School,French,Male,Army,Pte(B)
lMFcEsT4rBhoYZP7Grpn5JJP1GN3q1ZGRPT37yTilMoAAK8/AXiG9g==,Maria,Bibber,NULL,INFTR,10,NCM,INF School,French,Male,Army,Cpl
LmGEbqY0KtUe+KrHUshIHhF4OpalgCUv13wxBMiTN/gAAK8/AXf/bA==,Carlos,Barlowe,NULL,IS TECH,394,NCM,CFSCE,English,Male,Air,Pte(B)
lMIM1WLt+0PwuvO3WYAvtXKApaJYTpHuOb3JXL01Ik0AAK8/AXiG5w==,Gregg,Caldwell,NULL,EGS TECH,303,NCM,CFSME,French,Male,Air,Pte(B)
lMnzIkfpu4zDSugpR7sypjdvjStP1K0iIf6h/z55zgAAAK8/AXj7NQ==,Christine,Hinojosa,NULL,GNR,368,NCM,RCA School,French,Male,Army,MCpl
lMZghKzIvCw+6c6X6/BVIexfS4EJ7kEcgxlGpPQfSEoAAK8/AXf/YA==,Michael,Moak,NULL,MSE OP,171,NCM,CAAWC,English,Male,Army,MCpl
ln1RqJ+6KYxRO410U2BQFdVkiNUiXhea0mV/EwNhIAUAAK8/AXf/YA==,Dorothy,Vu,NULL,INF,180,Officer,CAAWC,English,Male,Army,Maj
LnfrefeIu4N9KSPnNfWxV+UA9dZNLAkk6jXKWo8TFTYAAK8/AXjBmw==,Cynthia,Novotny,NULL,CRMN,5,NCM,RCACS,English,Male,Army,Pte(B)
Lng2yjwtKVU9UZvKTmshxMfKPj5HkdPKccJVd57V7CYAAK8/AXiG6A==,Moises,Schoenthal,NULL,CBT ENGR,339,NCM,CFSME,French,Male,Army,Pte(B)
lnyfkyWZolbV2rSc0rtKPkDLBXDWcMBiwn1QsoJLsZsAAK8/AXjBkQ==,Rafael,Rutledge,NULL,CRMN,5,NCM,RCACS,French,Male,Army,Pte(B)
LOm4rlIn/wjtQNNgonv6sYNYnCbqaFm+FKm1QdYFgGAAAK8/AXj7PQ==,Harold,Belk,NULL,MAT TECH,134,NCM,RCEMES,French,Female,Army,Cpl
lp1rXkZTmI7Ezvn1jaDu7NveSZy6+ty+r4oWDFC95ysAAK8/AXjBjw==,Jennie,Hargis,NULL,ARMD,178,Officer,RCACS,English,Male,Army,2Lt
lP8vJlR/SevHSiuCc8E4Jc4QoE4rK6fmCJc40wGqtdYAAK8/AXjBiw==,Blanche,Hearns,NULL,ARMD,178,Officer,RCACS,English,Male,Army,Capt
lPeT8uEba4d/recUPryXF6YKfNswwHbEbpvsvH103kEAAK8/AXjBow==,Christopher,Charlesworth,NULL,GNR,368,NCM,RCA School,French,Male,Army,Pte(B)
lPSEljEU+RBFcxsEtsNRDYZe2NrLN7kGJ2ktUZF7hS4AAK8/AXiG5w==,John,Payton,NULL,CBT ENGR,339,NCM,CFSME,English,Male,Army,Pte(B)
lpSygFmoidyRSVtatTS43h2DIIY3wnXZb/T47/whVjcAAK8/AXiG9w==,Alicia,Eidson,NULL,INFTR,10,NCM,INF School,French,Male,Army,WO
LpW2YC9N+6cSVzDfEqhZBGu7jD7unk9iqX1+EWLv9CoAAK8/AXj7Mw==,Dorcas,Smith,NULL,GNR,368,NCM,RCA School,English,Male,Army,WO
lqpo4Jcps9QulW/J7FRqhyZaMZ5wWz0p4S87p0BdNhMAAK8/AXj7Og==,Daisy,Robinson,NULL,EO TECH,NULL,NCM,RCEMES,English,Male,Army,Pte(B)
LR9Qu3v+53BFkdjn1LcKDA8RuScv+WPorfr1jMjn/k0AAK8/AXf/cg==,Willie,Brown,NULL,HRA,375,NCM,CFSCE,English,Male,Army,Pte(B)
lRDOSZPHIyfT1bcTnusaBrPCM0wH8GVGPHCxsI6z2kYAAK8/AXiG5g==,Frankie,Pierce,NULL,CBT ENGR,339,NCM,CFSME,English,Female,Air,Pte(B)
LrS4vg9uN+QBmD+grn88nU9HqSC9Dhnw3tfqOITgv+UAAK8/AXj7QA==,Son,Lepage,NULL,INF,180,Officer,TAC School,English,Male,Navy,Capt
LS0lSOqoZw/lHY8ZMs1dcOFM0GQBr8xKaW452SogAB0AAK8/AXiG5w==,William,Corey,NULL,CBT ENGR,339,NCM,CFSME,English,Male,Army,MCpl
ls8B/fFWXYpN0X+DwOMWWIe6CSCx1XY38UwecIg4jpkAAK8/AXiG6Q==,Vickey,Jay,NULL,CBT ENGR,339,NCM,CFSME,English,Male,Army,Pte(B)
lSBluGXd2jrTG413EXV+qslqAmPQYHamzDrRqBy3ZjIAAK8/AXiG3A==,Corey,Garcia,NULL,ENGR,181,Officer,CFSME,English,Male,Army,Capt
lSeYt0rVL/Yx/MyKj2VC81n30x1R0dKCgs9KknItEfkAAK8/AXjBmg==,Terrence,Tomas,NULL,CRMN,5,NCM,RCACS,English,Male,Army,Pte(B)
lsEzD77yUCOkYyLIGvlnYZnTXd9197LQU4HmYxt0IvAAAK8/AXf/Yw==,Joshua,Cox,NULL,SIG OP,383,NCM,CFSCE,French,Female,Army,Pte(B)
lSfYo88uzKFu2IPeH+MN0Hez8Tvt8tq3hQz7czmoohoAAK8/AXf/YA==,Leigh,Gough,NULL,LOG,328,Officer,CAAWC,English,Male,Air,Capt
lsrswDu7zJGIhr9brbk0vQgAbbR6PjWbu52P1Vra4q8AAK8/AXf/dw==,Jason,Potter,NULL,IS TECH,394,NCM,CFSCE,English,Male,Army,Pte(B)
lt0EERtqawUe/1A0CSdkYNKn1EJ4S4ade/HvoP0w8I8AAK8/AXf/Yg==,Adrienne,Jones,NULL,IS TECH,394,NCM,CFSCE,French,Male,Army,WO
Ltggh3+IoEZIrkWt8PzNZ+aiYerMpAFED3dlf5Ws3jEAAK8/AXjBnA==,James,Acosta,NULL,ARTY,179,Officer,RCA School,English,Male,Army,2Lt
ltn7IpdvvMzcj/n+b0svI2mxKAjIND5fNN8oV9GRVT0AAK8/AXiG7g==,Jennifer,Stinson,NULL,INF,180,Officer,INF School,English,Male,Air,2Lt
lTTLpkXSEQH/kMdceKcRYf95PSxRK5la3hLCGZzatiEAAK8/AXiG5w==,Natalie,Santos,NULL,RM TECH,301,NCM,CFSME,English,Male,Army,Pte(B)
lTv+R/8y6iyLRW+TPwiw2gWN4sCvB4CHVc43ryrkceIAAK8/AXf/bg==,Phyllis,Brown,NULL,IS TECH,394,NCM,CFSCE,French,Female,Army,Pte(B)
LU3Gw77kXMPWufQR6FU8BkkCgOFCqLWgKEEvoUHknPcAAK8/AXf/Yg==,Adrian,Walker,NULL,SIGS,341,Officer,CFSCE,English,Female,Army,Capt
LUcctOUFwM0ufJERzo9PpRNxRyu57cXYNjCQ9o7GfCIAAK8/AXf/YQ==,Mary,Thomas,NULL,IMAGE TECH,137,NCM,CATEU,English,Female,Army,MCpl
lUD31TUyyh7jkYji+sz3uqGUtSfu/8eQGSCWLjcdo8YAAK8/AXjBkQ==,Kenneth,Sutton,NULL,ARMD,178,Officer,RCACS,English,Male,Army,2Lt
lV3AwDObw74ulxOrvjygzlkP09Naq+jsy9e65gB5+5IAAK8/AXiG3w==,Jessie,Mccabe,NULL,CBT ENGR,339,NCM,CFSME,English,Male,Army,Sgt
lveTnyJG1JV2Hqty2mdrtdeTgZ3FbdrE0rDcnCcDL0YAAK8/AXjBnA==,Bob,Burns,NULL,GNR,368,NCM,RCA School,English,Male,Army,WO
LvFB3O/rcyAdiNgvBpxPKoscfgD/csK3maqD88JmMBEAAK8/AXjBmw==,James,Figueroa,NULL,CRMN,5,NCM,RCACS,French,Male,Army,MCpl
LvT3b+bBpyuxof0RvI/ud8EilVLqZBPUTIN22nftrScAAK8/AXf/eA==,Berry,Crawford,NULL,SIG OP,383,NCM,CFSCE,English,Male,Army,WO
lvXqwC+Xm8c+8HBBMvlhPK6YRne1qcMTTe4DFHLrHPgAAK8/AXf/bA==,Michael,Krueger,NULL,SIGINT,120,NCM,CFSCE,English,Male,Air,Cpl
Lw4Pm9tNQbm7WCIup+WI2oLRNPWWEEMBttYFdbxOV5EAAK8/AXj7Ow==,Mickey,Austin,NULL,EO TECH,NULL,NCM,RCEMES,English,Male,Army,Pte(B)
lxEhyND1rbEeIAoS2kT56RjhSZQguJhUZLX0dp0kJxcAAK8/AXiG1w==,Elmer,Ray,NULL,SIGS,341,Officer,CFSCE,English,Male,Army,2Lt
Lxu1Y/ybU9dRK5pYC11jEDFvTmVEB/nHpCGOW3ek/IQAAK8/AXj7Pw==,George,Medina,NULL,VEH TECH,129,NCM,RCEMES,French,Male,Army,Pte
LY11GdrYjzBzEwa5a5r3QFiggSOdgiSGktLKmJkJYDIAAK8/AXiG3A==,David,Dowling,NULL,CBT ENGR,339,NCM,CFSME,English,Male,Air,MCpl
LymcJU+vOnw8OaCEOMNo6UWKPbhgEvZtKJ/xTxswJosAAK8/AXjBiA==,Darren,Davis,NULL,INFTR,10,NCM,INF School,French,Male,Army,WO
LyZu6s1rNPdxhI4MKCDIehRtQG4CrZQpL5kQPeZNosIAAK8/AXjBpA==,Micheal,Howard,NULL,GNR,368,NCM,RCA School,English,Male,Army,Sgt
Lz7lCPztWcBF08JB637+yDkGNJxZ1zZshKol/0joILYAAK8/AXjBnQ==,David,Bauman,NULL,GNR,368,NCM,RCA School,French,Male,Army,Pte(B)
Lza496htxuCzeQqX/PPmLxR7Emxy3bdRReN2gKMw/c0AAK8/AXj7OQ==,Ronald,Schmidt,NULL,CPO1/CWO CORPS,381,NCM,RCEMES,English,Male,Army,CWO
LzD5j1l3QKNDBffl/2Xc1XYm9o83ctNmZQaHvRfXd3kAAK8/AXiG+g==,Patricia,Gibson,NULL,INFTR,10,NCM,INF School,French,Male,Army,WO
LzdxmN7rUfwUFvLz56rZlv5a01utJJO26nDf1mvjKDkAAK8/AXjBiA==,Jan,Stonebraker,NULL,INFTR,10,NCM,INF School,English,Male,Army,Cpl
LZJVEvDpy/zvjm0iCY9SlkT7LXVbkoZPEbS8LL+OsmwAAK8/AXf/cA==,Todd,Delgado,NULL,IS TECH,394,NCM,CFSCE,English,Female,Army,Pte(B)
m+0jkzGG4fHx/ZSa4df09fikEmGGnJtul52ylVMFBmQAAK8/AXiG5Q==,Richard,Mcminn,NULL,DS TECH,370,NCM,CFSME,English,Male,Army,MCpl
M/D2aojG0G2Nn2tcJDUwJ4kXX2xAR56DLTf6hwrjvFMAAK8/AXf/Yw==,Joann,Coppedge,NULL,SIG OP,383,NCM,CFSCE,English,Male,Army,Pte(B)
M01UM5np3ECIyLQgAvdmNqUCcxgd9UiIYpqaaKBNJIsAAK8/AXiG3A==,Stanley,Moore,NULL,ENGR,181,Officer,CFSME,French,Male,Army,Maj
M07TJAOQUIDrNVKHDy3gcNd4/N168OhslU2WCSrlenQAAK8/AXiG7g==,Susan,Butler,NULL,INFTR,10,NCM,INF School,English,Male,Army,Cpl
m09KGHpZUQ9vkPVDHVVE/SfiRKevItCJdbOoNc17GzYAAK8/AXjBiw==,Eddie,Curtis,NULL,ARMD,178,Officer,RCACS,English,Female,Army,2Lt
M0Rez3pGD3jTezPZp4vOYxvV1hHHZvx1Sy5VcMp+HgIAAK8/AXiG2w==,Christina,Cage,NULL,CBT ENGR,339,NCM,CFSME,French,Male,Army,Sgt
M12GR0fDIash4SI/fE/y8xqVtVqj9t01IhvaEvjqqO0AAK8/AXf/YA==,Alyssa,Matelski,NULL,ADS TECH,387,NCM,CAAWC,English,Male,Army,Sgt
m1fbacjGTS8Ds3KSzuoBOVdr0ufvcXILmAiX5khjiK0AAK8/AXiG3Q==,Kathryn,Lundy,NULL,ENGR,181,Officer,CFSME,French,Male,Army,2Lt
M2tyEWl04hSgXSvCv+pCDeRf4QYpdgbPyyhrCB7ISmgAAK8/AXf/bQ==,Denise,Knauf,NULL,SIG TECH,385,NCM,CFSCE,English,Male,Army,Pte(B)
M2w9ZW31COimg/2ncwzSBfA1JoEnnL3GJjkRjQ7DR4gAAK8/AXj7OA==,Cheryl,Brown,NULL,LEET,388,NCM,RCEMES,French,Male,Army,MWO
M3h64yN/YRF3cbiIaiZPmxpqPDc2qjfoHCZvo3/IvksAAK8/AXf/Yg==,Marjorie,Silas,NULL,SIG TECH,385,NCM,CFSCE,French,Female,Army,Pte(B)
M44yuiFXxPBq2HnSCX9JxinDvtdxYq7cMM8SJf5mxTgAAK8/AXj7Og==,Jamie,Bowser,NULL,VEH TECH,129,NCM,RCEMES,English,Male,Army,Pte(B)
M4SgINiTjHwZmE00KXkBw7vlAAlJpEngQixuTSOqCfMAAK8/AXjBmA==,Kerry,Montoya,NULL,CRMN,5,NCM,RCACS,French,Male,Army,Pte(B)
M5/IcSRQNzPKgMjMv6EUOVvGA+uVZpjTLoz6HsyRh4oAAK8/AXiG+A==,Micah,Monroe,NULL,INF,180,Officer,INF School,English,Male,Army,2Lt
M5PqCIBF2LsKZ2ob1wp0lg/eE+TpJM30w+a+v2KWlpMAAK8/AXiG5g==,Son,Gibson,NULL,CBT ENGR,339,NCM,CFSME,French,Male,Army,Pte(B)
M5sn3sE3MBQeem5jeI+4mdFVPuCrEzHIkriy9WTUqxAAAK8/AXj7Ng==,Barry,Hunt,NULL,LEET,388,NCM,RCEMES,English,Female,Army,Pte(B)
M5WRsQOBPUOL13iCOxbIMCHpbsAu+xZ+dy09NKhmM0kAAK8/AXjBng==,Jeffrey,Wesler,NULL,GNR,368,NCM,RCA School,English,Male,Army,Cpl
M6g+QNjup7lY0ae9mfC0JoeT9/v2NrJ7XJ+4+P0PGnYAAK8/AXf/bA==,William,Gentry,NULL,SIG OP,383,NCM,CFSCE,English,Male,Army,MCpl
m6ISZ3wGPu/1H7LldeTJNBuMNklOqbh/JH86TGwZCZ8AAK8/AXjBpA==,Natalie,Sergent,NULL,GNR,368,NCM,RCA School,English,Female,Army,Pte(B)
M6qJNbL7f0xyT+25hHmmU1PyeNSRSvSsj6Ti8ICRzQ4AAK8/AXjBiQ==,Bart,Watterson,NULL,CRMN,5,NCM,RCACS,French,Male,Army,Pte(B)
M7i/CktOfjABRibJ5Nw6t2Z1Z57E8MFIPaGeHXgflEkAAK8/AXjBkQ==,Patrick,Ryan,NULL,CRMN,5,NCM,RCACS,French,Male,Army,Cpl
m8bTIxXKAz74oAX5A2Ml4o/EHI4CwIyEGsdn4dj8iw8AAK8/AXiG6g==,Susan,Jones,NULL,CRMN,5,NCM,CTCHQ,English,Male,Army,WO
m8OcbGFhdnS9vBa36NKgIpjhtatwWBiWHBjzLnYCy4cAAK8/AXf/aQ==,John,Daley,NULL,IS TECH,394,NCM,CFSCE,English,Female,Air,Pte(B)
M8UFn8C+B97er2P/aZIvzwn7LpknNyL73qy2qTJhQPYAAK8/AXj7Pw==,Betty,Lake,NULL,VEH TECH,129,NCM,RCEMES,English,Male,Army,Pte(B)
M9aBXMF7LbpXrMPksRWcEAcZCL3M5mvgVqTSrfhndxkAAK8/AXf/bg==,Maryann,Boe,NULL,ATIS TECH,109,NCM,CFSCE,English,Male,Army,MCpl
mA57u19YU3jMFmwxyRATca0/nYZE4A+HawMq2zYJCLUAAK8/AXj7PA==,Willie,Whitman,NULL,EO TECH,NULL,NCM,RCEMES,English,Male,Army,Pte(B)
ma78KNxPA7DflPV08eh1RIZLFA6T94pwfoGvxBVDc5cAAK8/AXf/eA==,Anthony,Odom,NULL,SIG TECH,385,NCM,CFSCE,English,Male,Army,Pte(B)
MAec0nBAdmaKWySyhPKjE5sllGBZScQLkF8uvAZ7l24AAK8/AXf/dw==,Adam,Sterling,NULL,SIGS,341,Officer,CFSCE,English,Male,Air,OCdt
MaECamhTamkQZjWxGh++vkrNuN2MmT45QAcriDOKeWUAAK8/AXjBjA==,Herbert,Ramirez,NULL,ARMD,178,Officer,RCACS,English,Male,Army,2Lt
MahiP1sY6aTcaSSNsvuYzGCzGwrS1cRwjr9h3vgDrikAAK8/AXj7Ow==,Robert,Foster,NULL,EO TECH,NULL,NCM,RCEMES,English,Male,Army,Pte(B)
Mbatf/OIXkEx1iCOk0cx9T77DjL9633hGDjkHKYvFNMAAK8/AXf/bw==,Laura,Dominguez,NULL,SIG OP,383,NCM,CFSCE,French,Male,Army,Pte(B)
mBAXtftTLqiwwWM0FPr8Svw7/NPYmn5qmicTPfqBOZwAAK8/AXiG2A==,Erwin,Lamore,NULL,SIGINT,120,NCM,CFSCE,English,Male,Army,WO
MbJS0b9LhyD15JsTl0qkIZNeKhIeBwWd5TBSfAky/hQAAK8/AXf/YQ==,Christina,Mercier,NULL,INFTR,10,NCM,CATEU,English,Male,Army,WO
mBkL2t2LiSKDFT9ZVcaxVIRC2JaLiwcJ1HhnS1KT89AAAK8/AXj7Ow==,Mario,Fuentes,NULL,VEH TECH,129,NCM,RCEMES,French,Male,Army,MCpl
mcgQG84jyvuRylmSX2O8dYfU0ZePfa3W9K2v7JwAd4UAAK8/AXiG3A==,Kenneth,Greco,NULL,ENGR,181,Officer,CFSME,English,Male,Army,Capt
mcJKZx8ow4/D9rEZ82BKzHC5RjRrSJQRqXuRYCNpKHkAAK8/AXjBiw==,Chase,Chaney,NULL,CRMN,5,NCM,RCACS,French,Male,Army,Sgt
mCNDFPJui1PxZlFW/uFo6pg6C49XCJbSv0LmHN8ouhcAAK8/AXj7OQ==,Charles,Cunningham,NULL,W TECH L,130,NCM,RCEMES,English,Male,Army,Pte(B)
mCO+NV7afMvH2oZs6X0SdtCiaC8g5f1yE20SYBWF0jYAAK8/AXiG5Q==,Donna,Jamieson,NULL,CBT ENGR,339,NCM,CFSME,English,Male,Army,Sgt
mcQrV36uHqaYyR4vCWfHtm8wt2/+KlFgxOPwA4lAlW8AAK8/AXjBiA==,Marilyn,Trasher,NULL,INFTR,10,NCM,INF School,English,Male,Army,WO
McSHPHvsDlKJLxycjHUlH198mu6NxDT9XsOJaD972lAAAK8/AXj7NA==,Steven,Waldron,NULL,GNR,368,NCM,RCA School,English,Male,Army,Pte(B)
MCTh0Z5t9edD5zyGiNi1vH3bKQgcmgWN8m2sIScB2MoAAK8/AXiG2w==,Angela,Heisler,NULL,ENGR,181,Officer,CFSME,French,Male,Army,LCol
mcW3hhKt7PzPe706RnKlUmvDzQbmTwGQnfLaTx9YxAcAAK8/AXjBmA==,James,Turner,NULL,CRMN,5,NCM,RCACS,English,Male,Army,MWO
mdeRmv9ZaU7DgR6Jh7AY74h3lI/pTK5dYXR2t/vFOyUAAK8/AXf/dw==,Bennie,Brown,NULL,SIG TECH,385,NCM,CFSCE,English,Male,Army,Pte(B)
MDfhkWWYtRPzMeNfgcGmWgX5GRKOnaIMK6bQBnfj/9EAAK8/AXiG+A==,Lola,Acevedo,NULL,INFTR,10,NCM,INF School,French,Male,Army,WO
MdO4GP+CneaUiipR/nw1TonfJDPQMrBTF/I5H5iLok4AAK8/AXf/Yw==,Bret,Weller,NULL,IS TECH,394,NCM,CFSCE,English,Male,Army,Pte(B)
MDotaGXfybz3MNvol+xqQBGlBZA8TsGRGSQDqmZZhocAAK8/AXj7QA==,Charlotte,Whitaker,NULL,EO TECH,NULL,NCM,RCEMES,French,Male,Army,Sgt
mDqpRdKP3VjtU/I7dAlu5/CEsHu19Q4vatVFrutF1JMAAK8/AXjBkQ==,Debbie,Cooney,NULL,ARMD,178,Officer,RCACS,English,Male,Army,2Lt
mDrs56d5NTHNSc3aFlPgOc41YQK3L5ja8iWRZOWILQkAAK8/AXf/eA==,Thomas,Lawrence,NULL,IS TECH,394,NCM,CFSCE,English,Male,Army,Pte(B)
Mdt6xXEhjLuInkMrPCXjNcMZp8GXUc0x+twfD//3KfoAAK8/AXiG3A==,Rena,Logan,NULL,CBT ENGR,339,NCM,CFSME,English,Male,Army,Sgt
MDTNcu6zMjtjR4O2ILXKqjknByWU83japPDthaaScjcAAK8/AXjBmA==,Mary,Damon,NULL,CRMN,5,NCM,RCACS,French,Female,Army,Sgt
mDz1otq/lKD8Vmi/zol0MI0zsUtgKRHvT8NTU/xRxbkAAK8/AXj7OQ==,Carol,Madero,NULL,EME,187,Officer,RCEMES,English,Male,Army,Lt
Me815jyhR346skKLKNkii9qL7eyiA5O6vyz00s+lFT4AAK8/AXj7Og==,Thomas,Bundy,NULL,VEH TECH,129,NCM,RCEMES,English,Male,Army,Pte(B)
MEnjucdLcB4ZtEesvEPIygqG49AcDIcgPOfDBA97ZgUAAK8/AXiG9g==,Jacob,Johnson,NULL,INF,180,Officer,INF School,English,Male,Army,2Lt
mENQvDtfGncojX8As8N5h1xvkSgZBG30qmiABvYPVEwAAK8/AXf/bw==,Tiffiny,Goins,NULL,SIGS,341,Officer,CFSCE,English,Male,Army,Capt
mETZPxwI/6quImY29HXWMlTZwUvA8tjWhJUFrjxYbm0AAK8/AXiG9w==,Laurie,Hicks,NULL,INFTR,10,NCM,INF School,English,Male,Army,Cpl
mFLCHALlvSYxm/Et1NsfAgD/qebJWTw2xKDrFCT3BIIAAK8/AXjBmg==,Connie,Skinner,NULL,ARMD,178,Officer,RCACS,English,Male,Army,2Lt
MfnxKyy9QS0LKnHfgnvF01wX5Py/34yr0kBSv/aqyacAAK8/AXiG7g==,Betty,Silas,NULL,INFTR,10,NCM,INF School,English,Male,Army,MCpl
mFRCsOFBVjv0tasNXOof+GpKyoWnGck6zKYFeZ5B120AAK8/AXj7Og==,Joyce,Beaudoin,NULL,EO TECH,NULL,NCM,RCEMES,English,Male,Army,Cpl
mFszdWHOx0vzfqW08r9oCM8DeSaWFtz7xjOR+3AgNWAAAK8/AXiG7g==,Candice,Hudson,Course Staff,INF,180,Officer,INF School,English,Male,Army,Capt
mfXU94RNGnFa6AvQAmStz1VIf9QsnHWAYuSaldx7+0oAAK8/AXj7PA==,John,Miller,NULL,VEH TECH,129,NCM,RCEMES,English,Male,Army,Pte(B)
mg1YBWeeIioEhH1MWDEyye27M8zo73k5zEXPAccks/8AAK8/AXiG5A==,Ralph,Wright,NULL,CONST TECH,306,NCM,CFSME,English,Male,Army,Sgt
MG2n6t9kLoIbADoQ+Q6zZ7CTbff/NhtLDvfNuYNwmLYAAK8/AXf/ag==,Margaret,Countryman,NULL,SIGS,341,Officer,CFSCE,English,Male,Army,2Lt
MgPsX7Qn9ypszqAFSgo2N7jtgyf3fwileMA/+PtDOL0AAK8/AXiG+Q==,Helen,Thompson,NULL,INFTR,10,NCM,INF School,English,Male,Army,WO
mhGc+wp2fKaPG2pcrtKRS9kzISqDG/ynb/imIo0pUOkAAK8/AXiG6Q==,Pennie,Malloy,NULL,CONST ENGR,189,Officer,CFSME,English,Male,Air,2Lt
mHQy9+u8Fv+cP3NnQIlOCKjXg984tJVYsugJjXCCBowAAK8/AXiG3A==,Melissa,Turner,NULL,CBT ENGR,339,NCM,CFSME,French,Male,Army,Pte(B)
MI8L9GjD/kc02d1ZTiaDURLMSCyDcmGHpdLc2vPIWzUAAK8/AXjBmg==,David,Davis,NULL,CRMN,5,NCM,RCACS,French,Male,Army,WO
mif9WmfJvkH/7cm2kLe30+4YmJHriXk1/5qTvx76cwwAAK8/AXf/YQ==,Stephen,Yasutomi,Student,INFTR,10,NCM,CFSCE,English,Male,Army,Pte(B)
MIlMUkNOEBGULI5LHtFTw2b2njplWV8ERR1IHsvXiQEAAK8/AXf/Yw==,Allison,Bottoms,NULL,SIGINT,120,NCM,CFSCE,English,Male,Army,Pte(B)
MIPQ9r/+nvQ0zlCqmlQF+jakDWCkcxIr682Wd4k5LSwAAK8/AXiG8g==,William,Horner,NULL,SIG OP,383,NCM,INF School,English,Female,Army,WO
miT/F4Ms4/meTJP6oi1tCzfEv9YG11yGFYCdnLoqS+IAAK8/AXiG+g==,Lucy,Butler,NULL,CBT ENGR,339,NCM,INF School,English,Male,Army,Cpl
